ts,bid,bidq,ask,askq,mid,spread_bp,qimb
1787022604569,0.00145,3179665.0,0.001451,56052.0,0.0014505,6.8941744226138075,0.9653542012481314
1787022604571,0.00145,3179665.0,0.001452,2324238.0,0.001451,13.78359751895278,0.15542188879418842
1787022604572,0.001451,83530.0,0.001452,2130937.0,0.0014515,6.889424733034212,-0.9245597247554378
1787022604573,0.001451,83530.0,0.001452,1104279.0,0.0014515,6.889424733034212,-0.8593544921784563
1787022604574,0.001451,293432.0,0.001452,888578.0,0.0014515,6.889424733034212,-0.5035033544555461
1787022604576,0.001451,293432.0,0.001452,734878.0,0.0014515,6.889424733034212,-0.4292927230115432
1787022604577,0.001451,304800.0,0.001452,734878.0,0.0014515,6.889424733034212,-0.4136646153905344
1787022604623,0.001451,293669.0,0.001452,734878.0,0.0014515,6.889424733034212,-0.42896338232477466
1787022604628,0.001451,293669.0,0.001452,717672.0,0.0014515,6.889424733034212,-0.41924830497329785
1787022604630,0.001451,1293669.0,0.001452,717672.0,0.0014515,6.889424733034212,0.28637461275835374
1787022604631,0.001451,1282301.0,0.001452,495579.0,0.0014515,6.889424733034212,0.4425056809233469
1787022604690,0.001451,1282301.0,0.001452,418149.0,0.0014515,6.889424733034212,0.5081901849510424
1787022604697,0.001451,1282301.0,0.001452,99704.0,0.0014515,6.889424733034212,0.8557110864287756
1787022604698,0.001451,1293669.0,0.001452,99704.0,0.0014515,6.889424733034212,0.8568882847593573
1787022604699,0.001451,1427570.0,0.001452,51227.0,0.0014515,6.889424733034212,0.9307180093008033
1787022604719,0.001451,1427570.0,0.001454,4186690.0,0.0014525,20.65404475043005,-0.49144856134201126
1787022604720,0.001453,30522.0,0.001454,1406182.0,0.0014535,6.8799449604397385,-0.9575110809185469
1787022604721,0.001453,191947.0,0.001454,2764470.0,0.0014535,6.8799449604397385,-0.8701488998338192
1787022604722,0.001453,240424.0,0.001454,1517632.0,0.0014535,6.8799449604397385,-0.7264888035420942
1787022604723,0.001453,95213.0,0.001454,1517632.0,0.0014535,6.8799449604397385,-0.8819316177314
1787022604725,0.001452,1572894.0,0.001454,1517632.0,0.0014529999999999999,13.76462491397143,0.01788109855733296
1787022604726,0.001452,1569110.0,0.001453,413081.0,0.0014525,6.884681583477677,0.5832076727217508
1787022604729,0.001452,1569110.0,0.001453,425660.0,0.0014525,6.884681583477677,0.5732239807095555
1787022604742,0.001452,1569110.0,0.001453,474137.0,0.0014525,6.884681583477677,0.5358984988109612
1787022604744,0.001452,1563280.0,0.001453,474137.0,0.0014525,6.884681583477677,0.5345704880247882
1787022604835,0.001452,1567068.0,0.001453,474137.0,0.0014525,6.884681583477677,0.5354342165534574
1787022604839,0.001452,567068.0,0.001453,503591.0,0.0014525,6.884681583477677,0.05928778443930327
1787022604841,0.001452,489096.0,0.001453,503591.0,0.0014525,6.884681583477677,-0.014601782837893516
1787022604867,0.001452,500456.0,0.001453,514951.0,0.0014525,6.884681583477677,-0.014275064087602311
1787022604874,0.001452,500456.0,0.001454,1614018.0,0.0014529999999999999,13.76462491397143,-0.5266378304959058
1787022604875,0.001453,413081.0,0.001454,1090522.0,0.0014535,6.8799449604397385,-0.45054512394561597
1787022604876,0.001453,461558.0,0.001454,874195.0,0.0014535,6.8799449604397385,-0.3089171426154386
1787022604938,0.001453,461558.0,0.001454,1672047.0,0.0014535,6.8799449604397385,-0.5673444709775239
1787022604941,0.001452,1362188.0,0.001453,426055.0,0.0014525,6.884681583477677,0.5234931717892927
1787022604942,0.001452,1339483.0,0.001453,597613.0,0.0014525,6.884681583477677,0.38298050277322343
1787022604943,0.001452,1335699.0,0.001453,597613.0,0.0014525,6.884681583477677,0.3817728333554025
1787022604944,0.001452,1335699.0,0.001453,601399.0,0.0014525,6.884681583477677,0.3790721997544781
1787022604945,0.001452,1335699.0,0.001453,578352.0,0.0014525,6.884681583477677,0.3956775446422274
1787022604950,0.001452,1335699.0,0.001453,638372.0,0.0014525,6.884681583477677,0.353243120434878
1787022604973,0.001452,1335699.0,0.001453,324328.0,0.0014525,6.884681583477677,0.6092497290706718
1787022604974,0.001452,1335699.0,0.001453,235745.0,0.0014525,6.884681583477677,0.6999638549003337
1787022604975,0.001452,1335699.0,0.001453,63806.0,0.0014525,6.884681583477677,0.9088163314886335
1787022604977,0.001452,1347059.0,0.001453,75166.0,0.0014525,6.884681583477677,0.8942980189491817
1787022605018,0.001452,1298582.0,0.001453,75166.0,0.0014525,6.884681583477677,0.8905679935475793
1787022605030,0.001452,1298582.0,0.001453,916096.0,0.0014525,6.884681583477677,0.17270501625970006
1787022605031,0.001452,1078535.0,0.001453,904736.0,0.0014525,6.884681583477677,0.08763250206351023
1787022605046,0.001452,1074405.0,0.001453,904736.0,0.0014525,6.884681583477677,0.08572860650150747
1787022605047,0.001452,1074405.0,0.001453,1904736.0,0.0014525,6.884681583477677,-0.2787149047326058
1787022605099,0.001452,1074405.0,0.001453,1916096.0,0.0014525,6.884681583477677,-0.28145484652905983
1787022605130,0.001452,1074405.0,0.001453,916096.0,0.0014525,6.884681583477677,0.07953223836611989
1787022605256,0.001452,1046876.0,0.001453,916096.0,0.0014525,6.884681583477677,0.06662346686554876
1787022605260,0.001452,1046876.0,0.001453,1077521.0,0.0014525,6.884681583477677,-0.014425269853045358
1787022605386,0.001452,1046876.0,0.001453,1133539.0,0.0014525,6.884681583477677,-0.03974610337940254
1787022605534,0.001452,1216907.0,0.001453,1133539.0,0.0014525,6.884681583477677,0.03546901311495776
1787022605577,0.001452,1199690.0,0.001453,1133539.0,0.0014525,6.884681583477677,0.028351696297277292
1787022605618,0.001452,356732.0,0.001453,1133539.0,0.0014525,6.884681583477677,-0.5212521749399941
1787022605619,0.001452,353930.0,0.001453,1133539.0,0.0014525,6.884681583477677,-0.5241178135477109
1787022605620,0.001452,353930.0,0.001453,1133539.0,0.0014525,6.884681583477677,-0.5241178135477109
1787022605621,0.001452,353930.0,0.001453,1933539.0,0.0014525,6.884681583477677,-0.6905488118090344
1787022605623,0.001452,353930.0,0.001453,1922179.0,0.0014525,6.884681583477677,-0.68900434908873
1787022605627,0.001452,195706.0,0.001453,1922179.0,0.0014525,6.884681583477677,-0.8151873213134802
1787022605629,0.001452,292660.0,0.001453,1933539.0,0.0014525,6.884681583477677,-0.7370765147230773
1787022605631,0.001452,292660.0,0.001453,2012446.0,0.0014525,6.884681583477677,-0.7460767530864091
1787022605634,0.001452,292660.0,0.001453,1933539.0,0.0014525,6.884681583477677,-0.7370765147230773
1787022605637,0.001452,292660.0,0.001453,1846650.0,0.0014525,6.884681583477677,-0.7263977637649522
1787022605638,0.001452,292660.0,0.001453,1794698.0,0.0014525,6.884681583477677,-0.7195881109038316
1787022605639,0.001452,454085.0,0.001453,1794698.0,0.0014525,6.884681583477677,-0.5961504511551359
1787022605640,0.001452,454085.0,0.001453,1798484.0,0.0014525,6.884681583477677,-0.5968292203257702
1787022605645,0.001452,442725.0,0.001453,1798484.0,0.0014525,6.884681583477677,-0.6049230571535275
1787022605686,0.001452,432058.0,0.001453,1798484.0,0.0014525,6.884681583477677,-0.6125981936228952
1787022605769,0.001452,432058.0,0.001453,998484.0,0.0014525,6.884681583477677,-0.39595202377840005
1787022605772,0.001452,443418.0,0.001453,998484.0,0.0014525,6.884681583477677,-0.3849540398723353
1787022605799,0.001452,443418.0,0.001453,1005368.0,0.0014525,6.884681583477677,-0.3878764703689848
1787022605804,0.001452,443418.0,0.001453,1018125.0,0.0014525,6.884681583477677,-0.3932193578977834
1787022605830,0.001452,443418.0,0.001453,1100256.0,0.0014525,6.884681583477677,-0.42550305310577236
1787022605831,0.001452,1264846.0,0.001453,1100256.0,0.0014525,6.884681583477677,0.06959107894712363
1787022605832,0.001452,1253486.0,0.001453,334361.0,0.0014525,6.884681583477677,0.5788498514025595
1787022605834,0.001452,1253486.0,0.001453,334361.0,0.0014525,6.884681583477677,0.5788498514025595
1787022605883,0.001452,1264846.0,0.001453,334361.0,0.0014525,6.884681583477677,0.5818415001935334
1787022605899,0.001452,1264846.0,0.001453,321604.0,0.0014525,6.884681583477677,0.5945614422137476
1787022606041,0.001452,1284542.0,0.001453,321604.0,0.0014525,6.884681583477677,0.5995332927392653
1787022606072,0.001452,1277495.0,0.001453,321604.0,0.0014525,6.884681583477677,0.5977684933828362
1787022606073,0.001452,1281283.0,0.001453,321604.0,0.0014525,6.884681583477677,0.598719061293778
1787022606309,0.001452,1281283.0,0.001453,1207563.0,0.0014525,6.884681583477677,0.029620153275855557
1787022606310,0.001452,1281283.0,0.001453,1207563.0,0.0014525,6.884681583477677,0.029620153275855557
1787022606499,0.001452,1281283.0,0.001453,1190345.0,0.0014525,6.884681583477677,0.03679275360207928
1787022606788,0.001452,1270040.0,0.001453,1190345.0,0.0014525,6.884681583477677,0.03239127209765951
1787022606807,0.001452,1270040.0,0.001453,1273222.0,0.0014525,6.884681583477677,-0.0012511491147982395
1787022606830,0.001452,1270040.0,0.001453,1191091.0,0.0014525,6.884681583477677,0.03207834121791973
1787022606953,0.001452,1270040.0,0.001453,1184353.0,0.0014525,6.884681583477677,0.03491168692218402
1787022607020,0.001452,1263453.0,0.001453,1184353.0,0.0014525,6.884681583477677,0.0323146523866679
1787022607073,0.001452,1284473.0,0.001453,1184353.0,0.0014525,6.884681583477677,0.040553688271267395
1787022607305,0.001452,1277666.0,0.001453,1184353.0,0.0014525,6.884681583477677,0.03790100726273843
1787022607394,0.001458,2042252.0,0.001459,6492875.0,0.0014585000000000002,6.85635927322534,-0.521447776934075
1787022607395,0.001458,2042252.0,0.001459,5488919.0,0.0014585000000000002,6.85635927322534,-0.45765353090508765
1787022607396,0.001457,3498.0,0.001458,2149102.0,0.0014575,6.86106346483796,-0.9967499767722754
1787022607397,0.001457,3498.0,0.001458,964672.0,0.0014575,6.86106346483796,-0.9927739963023022
1787022607398,0.001456,144265.0,0.001458,5515144.0,0.001457,13.72683596431056,-0.9490176447752761
1787022607399,0.001456,130511.0,0.001457,137834.0,0.0014565,6.865774116031005,-0.02728949672995584
1787022607400,0.001457,48477.0,0.001458,2263682.0,0.0014575,6.86106346483796,-0.958067762640891
1787022607401,0.001457,48477.0,0.001458,2166342.0,0.0014575,6.86106346483796,-0.9562248653275957
1787022607402,0.001456,436585.0,0.001457,705645.0,0.0014565,6.865774116031005,-0.23555676177302295
1787022607403,0.001456,260330.0,0.001457,1342176.0,0.0014565,6.865774116031005,-0.6750963802943639
1787022607404,0.001456,178988.0,0.001457,728597.0,0.0014565,6.865774116031005,-0.6055730317270559
1787022607405,0.001456,178988.0,0.001457,557130.0,0.0014565,6.865774116031005,-0.5136975321891327
1787022607407,0.001456,178988.0,0.001457,534178.0,0.0014565,6.865774116031005,-0.49804673806659316
1787022607416,0.001456,178988.0,0.001457,67931.0,0.0014565,6.865774116031005,0.44977097752704326
1787022607417,0.001456,200448.0,0.001457,67931.0,0.0014565,6.865774116031005,0.49376814132253266
1787022607420,0.001456,165237.0,0.001457,67931.0,0.0014565,6.865774116031005,0.4173214163178481
1787022607424,0.001456,165237.0,0.001457,116408.0,0.0014565,6.865774116031005,0.17337073265990874
1787022607427,0.001456,130802.0,0.001457,116408.0,0.0014565,6.865774116031005,0.05822579992718741
1787022607428,0.001456,56663.0,0.001457,116408.0,0.0014565,6.865774116031005,-0.3452051470205869
1787022607429,0.001456,56663.0,0.001457,916408.0,0.0014565,6.865774116031005,-0.8835377891233014
1787022607431,0.001456,42075.0,0.001457,916408.0,0.0014565,6.865774116031005,-0.9122050156340801
1787022607437,0.001456,56663.0,0.001457,916408.0,0.0014565,6.865774116031005,-0.8835377891233014
1787022607442,0.001455,361609.0,0.001457,916408.0,0.0014559999999999998,13.736263736264071,-0.4341092489380032
1787022607443,0.001455,357821.0,0.001457,916408.0,0.0014559999999999998,13.736263736264071,-0.43837253743243954
1787022607444,0.001455,361608.0,0.001457,916408.0,0.0014559999999999998,13.736263736264071,-0.43411037107516653
1787022607445,0.001455,461974.0,0.001456,48477.0,0.0014555,6.870491240124581,0.8100620823546236
1787022607455,0.001455,510451.0,0.001456,48477.0,0.0014555,6.870491240124581,0.8265357970973005
1787022607456,0.001455,510451.0,0.001457,900742.0,0.0014559999999999998,13.736263736264071,-0.27656812356637256
1787022607457,0.001455,510451.0,0.001457,896954.0,0.0014559999999999998,13.736263736264071,-0.27462102237806457
1787022607458,0.001456,48477.0,0.001457,896954.0,0.0014565,6.865774116031005,-0.8974499461092348
1787022607468,0.001456,48477.0,0.001457,96954.0,0.0014565,6.865774116031005,-0.3333333333333333
1787022607496,0.001456,48477.0,0.001457,124420.0,0.0014565,6.865774116031005,-0.4392383904868216
1787022607497,0.001456,59806.0,0.001457,135749.0,0.0014565,6.865774116031005,-0.3883459896192887
1787022607505,0.001456,59806.0,0.001457,305723.0,0.0014565,6.865774116031005,-0.6727701495640565
1787022607506,0.001456,59806.0,0.001457,294394.0,0.0014565,6.865774116031005,-0.6623037831733484
1787022607539,0.001456,68898.0,0.001457,294394.0,0.0014565,6.865774116031005,-0.6207018046089647
1787022607541,0.001456,290991.0,0.001457,294394.0,0.0014565,6.865774116031005,-0.0058132681910195855
1787022607542,0.001456,279662.0,0.001458,1222384.0,0.001457,13.72683596431056,-0.6276252524889384
1787022607543,0.001456,279662.0,0.001458,1193917.0,0.001457,13.72683596431056,-0.6204316158142862
1787022607544,0.001457,42501.0,0.001458,1193917.0,0.0014575,6.86106346483796,-0.9312514052690919
1787022607546,0.001457,42501.0,0.001458,2193917.0,0.0014575,6.86106346483796,-0.961991899546507
1787022607548,0.001456,618877.0,0.001457,142257.0,0.0014565,6.865774116031005,0.6261972267695307
1787022607549,0.001456,449636.0,0.001457,310261.0,0.0014565,6.865774116031005,0.1834130151849527
1787022607579,0.001456,449636.0,0.001457,206293.0,0.0014565,6.865774116031005,0.3709898479865961
1787022607581,0.001456,449636.0,0.001457,106537.0,0.0014565,6.865774116031005,0.616892585580386
1787022607597,0.001456,1224398.0,0.001457,861781.0,0.0014565,6.865774116031005,0.17381873751006024
1787022607599,0.001456,1235727.0,0.001457,130623.0,0.0014565,6.865774116031005,0.8088000878252278
1787022607636,0.001456,1235727.0,0.001457,88122.0,0.0014565,6.865774116031005,0.8668700131208318
1787022607672,0.001456,1235727.0,0.001457,145474.0,0.0014565,6.865774116031005,0.7893514412456984
1787022607680,0.001456,1235727.0,0.001457,81438.0,0.0014565,6.865774116031005,0.8763435104941294
1787022607681,0.001456,1235727.0,0.001457,70109.0,0.0014565,6.865774116031005,0.8926220444221173
1787022607699,0.001456,1235727.0,0.001457,57352.0,0.0014565,6.865774116031005,0.9112938961965974
1787022607701,0.001456,1235727.0,0.001457,68681.0,0.0014565,6.865774116031005,0.8946939914505277
1787022607753,0.001456,1835727.0,0.001457,68681.0,0.0014565,6.865774116031005,0.9278715485337176
1787022607754,0.001456,1835727.0,0.001458,2225163.0,0.001457,13.72683596431056,-0.09589917481143297
1787022607755,0.001457,61371.0,0.001458,999282.0,0.0014575,6.86106346483796,-0.8842769501429779
1787022607756,0.001457,61371.0,0.001458,495742.0,0.0014575,6.86106346483796,-0.7796820393708278
1787022607760,0.001457,61371.0,0.001458,492301.0,0.0014575,6.86106346483796,-0.7783127916889422
1787022607762,0.001457,222776.0,0.001458,492301.0,0.0014575,6.86106346483796,-0.37691745084795064
1787022607772,0.001457,234097.0,0.001458,492301.0,0.0014575,6.86106346483796,-0.3554580271421452
1787022607795,0.001457,72692.0,0.001458,492301.0,0.0014575,6.86106346483796,-0.7426799978052825
1787022607796,0.001457,59798.0,0.001458,492301.0,0.0014575,6.86106346483796,-0.7833794301384354
