agg_id,ts,price,qty,buyer_maker
82099388,1787026993202,0.06976,727.0,True
82099389,1787027015440,0.06976,1222.0,False
82099390,1787027056803,0.06977,16203.0,False
82099391,1787027066121,0.06978,5482.0,False
82099392,1787027123576,0.06978,5000.0,False
