capture,lat_ms,profile,order_usd,cap_usd,ts,side,px,notional,fee,flow_entry,spread_entry_bp,inventory_after_qty
gala_oos,240,symmetric,25.0,300.0,1787023743250,buy,0.00139,25.0,0.005,0.21877159305623692,7.191657677095526,18089.09753208779
gala_oos,240,symmetric,25.0,300.0,1787023744750,buy,0.001391,25.0,0.005,-0.8712788224769711,7.186489399927531,36061.77905617119
gala_oos,240,symmetric,25.0,300.0,1787023744750,sell,0.001392,25.000000000000004,0.005000000000000001,-0.8712788224769711,7.186489399927531,18102.008941228658
gala_oos,240,symmetric,25.0,300.0,1787023747750,buy,0.001393,25.0,0.005,0.6785396136415016,7.17617509867336,36048.886184588315
gala_oos,240,symmetric,25.0,300.0,1787023752000,sell,0.001393,25.0,0.005,-0.12975490657224423,7.181328545780365,18102.008941228658
gala_oos,240,symmetric,25.0,300.0,1787023755750,sell,0.001385,25.0,0.005,-0.3390094439009811,7.222824124231968,51.46742498316962
gala_oos,240,symmetric,25.0,300.0,1787023760000,sell,0.001385,25.0,0.005,0.5451717275380733,7.222824124231968,-17999.07409126232
gala_oos,240,symmetric,25.0,300.0,1787023760750,sell,0.001385,25.0,0.005,0.8510839081375771,7.222824124231968,-36049.6156075078
gala_oos,240,symmetric,25.0,300.0,1787023762750,sell,0.001386,25.0,0.005,0.5805018509290555,7.217610970769633,-54087.13364502584
gala_oos,240,symmetric,25.0,300.0,1787023766500,sell,0.001386,25.0,0.005,0.6792938896754108,7.217610970769633,-72124.65168254387
gala_oos,240,symmetric,25.0,300.0,1787023770000,buy,0.001383,25.0,0.005,-0.9886770488690161,7.228044813878806,-54048.00670785118
gala_oos,240,symmetric,25.0,300.0,1787023775500,sell,0.001382,25.0,0.005,-0.1308637305354636,7.238508867172754,-72137.73174403064
gala_oos,240,symmetric,25.0,300.0,1787023778500,buy,0.00138,25.0,0.005,-0.2522722899144044,14.482259232440615,-54021.78971504513
gala_oos,240,symmetric,25.0,300.0,1787023780750,buy,0.001381,25.0,0.005,0.9142421675286353,7.238508867172754,-35918.96567449481
gala_oos,240,symmetric,25.0,300.0,1787023800250,buy,0.001383,25.0,0.005,-0.04553863099544698,7.228044813878806,-17842.32069980211
gala_oos,240,symmetric,25.0,300.0,1787023801500,buy,0.001383,25.0,0.005,0.6762763132185531,7.228044813878806,234.32427489059046
gala_oos,240,symmetric,25.0,300.0,1787023804500,buy,0.001387,25.0,0.005,0.48538278808698965,7.207207207206602,18258.83761303046
gala_oos,240,symmetric,25.0,300.0,1787023809000,sell,0.001383,25.0,0.005,-0.8767425933269404,7.233273056057258,182.1926383377613
gala_oos,240,symmetric,25.0,300.0,1787023815750,sell,0.001383,25.0,0.005,-0.8951529483978015,7.233273056057258,-17894.452336354938
gala_oos,240,symmetric,25.0,300.0,1787023822500,buy,0.001383,25.0,0.005,-0.9483391668694127,7.228044813878806,182.1926383377613
gala_oos,240,symmetric,25.0,300.0,1787023825250,sell,0.001385,25.0,0.005,-0.1251631862551429,7.222824124231968,-17868.348877907727
gala_oos,240,symmetric,25.0,300.0,1787023831250,buy,0.001383,25.0,0.005,-0.9999999999999822,7.228044813878806,208.29609678497218
gala_oos,240,symmetric,25.0,300.0,1787023831250,sell,0.001384,25.0,0.005,-0.9999999999999822,7.228044813878806,-17855.28771824393
gala_oos,240,symmetric,25.0,300.0,1787023835500,sell,0.001382,25.0,0.005,0.5627961511258531,7.238508867172754,-35945.012754423384
gala_oos,240,symmetric,100.0,100.0,1787023663250,sell,0.001405,100.0,0.02,0.2489707818352649,7.119971520113322,-71174.37722419928
gala_oos,240,symmetric,100.0,100.0,1787023685250,buy,0.001402,99.99999999999999,0.019999999999999997,0.791263284725345,7.130124777183001,152.2989526908641
gala_oos,240,symmetric,100.0,100.0,1787023691000,buy,0.001401,100.0,0.02,0.8283522640139135,7.135212272566056,71529.88639023548
gala_oos,240,symmetric,100.0,100.0,1787023694250,sell,0.0014,100.00000000000001,0.020000000000000004,0.1132659348531576,7.1454090746689225,101.31496166404395
gala_oos,240,symmetric,100.0,100.0,1787023695000,buy,0.001398,100.0,0.02,0.3052317632886155,7.150518412585862,71632.07318770124
gala_oos,240,symmetric,100.0,100.0,1787023695500,sell,0.001399,100.00000000000001,0.020000000000000004,0.3052317632886155,7.150518412585862,152.44488176843151
gala_oos,240,symmetric,100.0,100.0,1787023713250,buy,0.001394,100.0,0.02,-0.41113682791652334,7.171029042667021,71888.45635953026
gala_oos,240,symmetric,100.0,100.0,1787023713250,sell,0.001395,100.0,0.02,-0.41113682791652334,7.171029042667021,203.86854591018346
