ts,bid,bidq,ask,askq,mid,spread_bp
1787023657780,0.001408,1698792.0,0.001409,660352.0,0.0014085,7.099751508698137
1787023657805,0.001408,1098792.0,0.001409,660352.0,0.0014085,7.099751508698137
1787023657858,0.001408,1098792.0,0.001409,1399219.0,0.0014085,7.099751508698137
1787023657859,0.001408,1098792.0,0.001409,1387504.0,0.0014085,7.099751508698137
1787023657943,0.001408,1098792.0,0.001409,1399219.0,0.0014085,7.099751508698137
1787023658039,0.001408,1085120.0,0.001409,1399219.0,0.0014085,7.099751508698137
1787023658115,0.001408,1085120.0,0.001409,1403123.0,0.0014085,7.099751508698137
1787023658169,0.001408,1085120.0,0.001409,1332151.0,0.0014085,7.099751508698137
1787023658280,0.001408,304028.0,0.001409,1332151.0,0.0014085,7.099751508698137
1787023658282,0.001408,258570.0,0.001409,1332151.0,0.0014085,7.099751508698137
1787023658308,0.001408,15622.0,0.001409,2202592.0,0.0014085,7.099751508698137
1787023658309,0.001408,3907.0,0.001409,2202592.0,0.0014085,7.099751508698137
1787023658310,0.001407,1482572.0,0.001408,894522.0,0.0014075,7.104795737121961
1787023658311,0.001407,1467233.0,0.001408,1676554.0,0.0014075,7.104795737121961
1787023658312,0.001407,1455518.0,0.001408,1747577.0,0.0014075,7.104795737121961
1787023658313,0.001407,1455518.0,0.001408,1871204.0,0.0014075,7.104795737121961
1787023658314,0.001407,1455518.0,0.001408,2118232.0,0.0014075,7.104795737121961
1787023658335,0.001407,1232832.0,0.001408,2118232.0,0.0014075,7.104795737121961
1787023658376,0.001407,1232832.0,0.001408,2361180.0,0.0014075,7.104795737121961
1787023658377,0.001407,1228924.0,0.001408,2361180.0,0.0014075,7.104795737121961
1787023658380,0.001407,1122276.0,0.001408,2361180.0,0.0014075,7.104795737121961
1787023658381,0.001407,985976.0,0.001408,2361180.0,0.0014075,7.104795737121961
1787023658398,0.001407,985976.0,0.001408,2389604.0,0.0014075,7.104795737121961
1787023658532,0.001407,985976.0,0.001408,3127891.0,0.0014075,7.104795737121961
1787023658533,0.001407,982288.0,0.001408,3127891.0,0.0014075,7.104795737121961
