lat_ms,signals,entry_fills,cycles,entry_fill_rate,mean_net_bp,total_net_bp,mean_gross_bp,mm_exit_rate,win_net,mark5_bp,ci95_low,roundtrip_volume_usd
10,26,9,9,0.34615384615384615,-9.22608632608313,-83.03477693474818,-3.2260863260831307,0.3333333333333333,0.3333333333333333,3.5396026815801735,-27.20623634422784,1800.0
240,14,9,9,0.6428571428571429,-25.03675309913942,-225.3307778922548,-18.370086432472753,0.1111111111111111,0.1111111111111111,-17.95218629105075,-36.676012345314795,1800.0
