symbol,maker_fills,quote_attempts,maker_volume_usd,liquidation_volume_usd,total_volume_usd,liquidation_share,gross_cash_pnl,fees_usd,net_pnl_usd,net_bp_per_volume,max_inventory_usd
GALAUSDT,3,105,1500.0,498.90028866325434,1998.9002886632543,0.24958738136802672,1.09971133674577,0.5494501443316272,0.5502611924141428,2.752819615540327,503.07525325615046
