symbol,ts,side,px,notional,inventory_qty_after
GALAUSDT,1787025162750,buy,0.001382,499.99999999999994,361794.500723589
GALAUSDT,1787025297750,sell,0.001387,500.00000000000006,1304.2339607915492
GALAUSDT,1787025352500,sell,0.001392,500.0,-357891.16833805904
