order_usd,captures_with_volume,maker_fills,total_capture_hours,maker_volume_usd,total_volume_usd,maker_volume_per_hour,genuine_volume_per_hour,liquidation_share,net_pnl_usd,net_bp_per_volume,worst_capture_bp
100.0,3,18,0.14848333333333333,1800.0,1997.9533604731218,12122.572679313054,13455.741567896208,0.0990780687824694,2.5955853589571385,12.991220967953405,11.448050061869191
250.0,3,12,0.14848333333333333,3000.0,3494.318360375675,20204.28779885509,23533.40460461786,0.14146345850483147,6.995869355150012,20.020698269741754,2.1444676774541844
500.0,3,11,0.14848333333333333,5500.0,5995.633428384215,37041.194297901,40379.16777450364,0.08266573237079722,13.539633795350994,22.582491002956193,13.466638156892476
1000.0,3,5,0.14848333333333333,5000.0,7986.263855421608,33673.81299809182,53785.59112417741,0.3739250179411908,11.243012650680384,14.077937887123374,-16.518452090114412
