symbol,family,rid,latency,horizon_s,extra_stress_bps,train_mean_net_bps,train_n,n,mean_gross_bps,mean_net_bps,win_net,t_gross,ci95_low_net,median_gross_bps,p10_gross_bps,p90_gross_bps
SOLUSDT,momentum_cont,7,500ms,120,2.0,-9.626433069545401,298,139,-0.30788460307624155,-12.307884603076241,0.0,-0.7100138893100654,-13.157802937231397,0.0,-6.622631439535214,6.602869032215445
SOLUSDT,persistent_childflow,30,~250ms,1,0.0,-10.218102685233358,44,773,-0.18866518031883836,-10.18866518031884,0.0,-8.234412150934284,-10.233572302606005,0.0,-1.3259961565542422,0.0
SOLUSDT,persistent_childflow,30,~250ms,1,1.0,-10.218102685233358,44,773,-0.18866518031883836,-11.18866518031884,0.0,-8.234412150934284,-11.233572302606005,0.0,-1.3259961565542422,0.0
SOLUSDT,persistent_childflow,30,~250ms,1,2.0,-10.218102685233358,44,773,-0.18866518031883836,-12.18866518031884,0.0,-8.234412150934284,-12.233572302606005,0.0,-1.3259961565542422,0.0
SOLUSDT,persistent_childflow,30,500ms,1,0.0,-10.343243792217008,44,762,-0.13235281390140344,-10.132352813901404,0.0,-5.599438658747067,-10.178680942675797,0.0,-1.3258203532852997,0.0
SOLUSDT,persistent_childflow,30,500ms,1,1.0,-10.343243792217008,44,762,-0.13235281390140344,-11.132352813901404,0.0,-5.599438658747067,-11.178680942675797,0.0,-1.3258203532852997,0.0
SOLUSDT,persistent_childflow,30,500ms,1,2.0,-10.343243792217008,44,762,-0.13235281390140344,-12.132352813901402,0.0,-5.599438658747067,-12.178680942675795,0.0,-1.3258203532852997,0.0
SOLUSDT,persistent_childflow,30,~250ms,5,0.0,-10.50060759725284,41,662,-0.2724248329226987,-10.272424832922699,0.0,-7.531211407472074,-10.343323476399727,0.0,-1.3287977079043491,0.0
SOLUSDT,persistent_childflow,30,~250ms,5,1.0,-10.50060759725284,41,662,-0.2724248329226987,-11.272424832922699,0.0,-7.531211407472074,-11.343323476399727,0.0,-1.3287977079043491,0.0
SOLUSDT,persistent_childflow,30,~250ms,5,2.0,-10.50060759725284,41,662,-0.2724248329226987,-12.272424832922699,0.0,-7.531211407472074,-12.343323476399727,0.0,-1.3287977079043491,0.0
SOLUSDT,underreact_cont,11,~250ms,120,0.0,-9.63231415244916,628,680,0.14851216730113428,-9.851487832698865,0.01911764705882353,0.819490279834579,-10.206688931568495,0.0,-5.284993517556047,5.310463477490639
SOLUSDT,underreact_cont,11,~250ms,120,1.0,-9.63231415244916,628,680,0.14851216730113428,-10.851487832698865,0.014705882352941176,0.819490279834579,-11.206688931568495,0.0,-5.284993517556047,5.310463477490639
SOLUSDT,underreact_cont,11,~250ms,120,2.0,-9.63231415244916,628,680,0.14851216730113428,-11.851487832698865,0.011764705882352941,0.819490279834579,-12.206688931568495,0.0,-5.284993517556047,5.310463477490639
SOLUSDT,underreact_cont,1,~250ms,120,0.0,-9.687783009109166,677,973,0.09657688917629575,-9.903423110823704,0.020554984583761562,0.6668054834771147,-10.187300054664158,0.0,-5.271342484038396,5.280249409323112
SOLUSDT,underreact_cont,1,~250ms,120,1.0,-9.687783009109166,677,973,0.09657688917629575,-10.903423110823704,0.015416238437821172,0.6668054834771147,-11.187300054664158,0.0,-5.271342484038396,5.280249409323112
SOLUSDT,underreact_cont,1,~250ms,120,2.0,-9.687783009109166,677,973,0.09657688917629575,-11.903423110823704,0.011305241521068859,0.6668054834771147,-12.187300054664158,0.0,-5.271342484038396,5.280249409323112
SOLUSDT,underreact_cont,11,500ms,120,0.0,-9.697120645394108,626,679,0.12141063497653397,-9.878589365023466,0.01914580265095729,0.6740267854218004,-10.231638902075751,0.0,-5.277462850790078,5.293246476091656
SOLUSDT,underreact_cont,11,500ms,120,1.0,-9.697120645394108,626,679,0.12141063497653397,-10.878589365023466,0.016200294550810016,0.6740267854218004,-11.231638902075751,0.0,-5.277462850790078,5.293246476091656
SOLUSDT,underreact_cont,11,500ms,120,2.0,-9.697120645394108,626,679,0.12141063497653397,-11.878589365023467,0.008836524300441826,0.6740267854218004,-12.231638902075753,0.0,-5.277462850790078,5.293246476091656
