symbol,lat_ms,profile,n,mean_net_bp,total_net_bp,mean_gross_bp,mm_exit_rate,win_net,mean_markout1_bp,mean_markout5_bp,ci95_low_net,notional_roundtrip_usd
BBUSDT,10,loose,1,-7.0,-7.0,0.0,0.0,0.0,4.721435316335973,4.721435316335973,,200.0
ROBOUSDT,10,loose,4,-11.870785113061544,-47.483140452246175,-5.620785113061543,0.25,0.0,-1.8719583305298748,-1.8719583305298748,-17.013032041236904,800.0
ROBOUSDT,10,balanced,2,-9.248125937031983,-18.496251874063965,-3.7481259370319817,0.5,0.0,0.0028054834858022293,0.0028054834858022293,-19.534452773614667,400.0
ROBOUSDT,10,strict,1,-4.0,-4.0,0.0,1.0,0.0,-3.7425149700597276,-3.7425149700597276,,200.0
ROBOUSDT,240,loose,4,-11.870785113061544,-47.483140452246175,-5.620785113061543,0.25,0.0,-1.8719583305298748,-1.8719583305298748,-17.013032041236904,800.0
ROBOUSDT,240,balanced,2,-9.248125937031983,-18.496251874063965,-3.7481259370319817,0.5,0.0,0.0028054834858022293,0.0028054834858022293,-19.534452773614667,400.0
ROBOUSDT,240,strict,1,-4.0,-4.0,0.0,1.0,0.0,-3.7425149700597276,-3.7425149700597276,,200.0
