ts,bid,bidq,ask,askq,mid,spread_bp
1787024824268,0.001387,2497623.0,0.001388,950156.0,0.0013874999999999998,7.2072072072066025
1787024824270,0.001387,2497623.0,0.001388,1696523.0,0.0013874999999999998,7.2072072072066025
1787024824271,0.001387,2497623.0,0.001388,1696523.0,0.0013874999999999998,7.2072072072066025
1787024824296,0.001387,2490416.0,0.001388,1696523.0,0.0013874999999999998,7.2072072072066025
1787024824549,0.001387,2390984.0,0.001388,1696523.0,0.0013874999999999998,7.2072072072066025
1787024824601,0.001387,2386961.0,0.001388,1696523.0,0.0013874999999999998,7.2072072072066025
1787024824635,0.001387,2386961.0,0.001388,1923569.0,0.0013874999999999998,7.2072072072066025
1787024824655,0.001387,2369973.0,0.001388,1923569.0,0.0013874999999999998,7.2072072072066025
1787024824797,0.001387,2377180.0,0.001388,1923569.0,0.0013874999999999998,7.2072072072066025
1787024824881,0.001387,2377180.0,0.001388,1967735.0,0.0013874999999999998,7.2072072072066025
1787024824986,0.001387,2372826.0,0.001388,1967735.0,0.0013874999999999998,7.2072072072066025
1787024825113,0.001387,2372826.0,0.001388,1959194.0,0.0013874999999999998,7.2072072072066025
1787024825138,0.001387,1616775.0,0.001388,1959194.0,0.0013874999999999998,7.2072072072066025
1787024825139,0.001387,1389729.0,0.001388,1959194.0,0.0013874999999999998,7.2072072072066025
1787024825140,0.001387,1165915.0,0.001388,1959194.0,0.0013874999999999998,7.2072072072066025
1787024825141,0.001387,1202500.0,0.001388,1959194.0,0.0013874999999999998,7.2072072072066025
1787024825148,0.001387,1173560.0,0.001388,1959194.0,0.0013874999999999998,7.2072072072066025
1787024825178,0.001387,1173560.0,0.001388,1963157.0,0.0013874999999999998,7.2072072072066025
1787024825181,0.001387,1173560.0,0.001388,1918991.0,0.0013874999999999998,7.2072072072066025
1787024825264,0.001387,1169409.0,0.001388,1918991.0,0.0013874999999999998,7.2072072072066025
1787024825272,0.001387,1181301.0,0.001388,1918991.0,0.0013874999999999998,7.2072072072066025
1787024825299,0.001387,1174094.0,0.001388,1918991.0,0.0013874999999999998,7.2072072072066025
