symbol,book_events,agg_trades,median_spread_bp,p25_spread_bp,p75_spread_bp,median_bid_notional,median_ask_notional
FETUSDT,972,101,8.329862557268044,8.322929671244516,8.336807002916965,10843.935850000002,6972.9222
OPUSDT,3071,246,12.3533045089565,12.3533045089565,12.36858379715558,23343.63028,17640.2934
WIFUSDT,601,34,7.41564701520126,7.41564701520126,7.421150278294379,6085.44966,4613.34128
