symbol,lat_ms,profile,n,mean_net_bp,total_net_bp,mean_gross_bp,mm_exit_rate,win_net,mean_markout1_bp,mean_markout5_bp,ci95_low_net,notional_roundtrip_usd
FETUSDT,10,loose,1,-15.32639467110765,-15.32639467110765,-8.32639467110765,0.0,0.0,-4.163197335554402,-4.163197335554402,,200.0
FETUSDT,240,loose,1,-15.32639467110765,-15.32639467110765,-8.32639467110765,0.0,0.0,-4.163197335554402,-4.163197335554402,,200.0
OPUSDT,10,loose,2,-13.180469715698571,-26.360939431397142,-6.18046971569857,0.0,0.0,-6.180469715697713,-6.180469715697713,-25.29419035846777,400.0
OPUSDT,240,loose,2,-13.180469715698571,-26.360939431397142,-6.18046971569857,0.0,0.0,-6.180469715697713,-6.180469715697713,-25.29419035846777,400.0
