ts,bid,bidq,ask,askq,mid,spread_bp
1787024426299,0.001393,1914945.0,0.001394,1302327.0,0.0013935,7.17617509867336
1787024426591,0.001393,1911972.0,0.001394,1302327.0,0.0013935,7.17617509867336
1787024426600,0.001393,1911972.0,0.001394,1695138.0,0.0013935,7.17617509867336
1787024426657,0.001393,2038064.0,0.001394,1695138.0,0.0013935,7.17617509867336
1787024426699,0.001393,2038064.0,0.001394,1302327.0,0.0013935,7.17617509867336
1787024426700,0.001393,2038064.0,0.001394,1290486.0,0.0013935,7.17617509867336
1787024426702,0.001393,2038064.0,0.001394,1302327.0,0.0013935,7.17617509867336
1787024426798,0.001393,2030888.0,0.001394,1302327.0,0.0013935,7.17617509867336
1787024427398,0.001393,2030888.0,0.001394,1307452.0,0.0013935,7.17617509867336
1787024427735,0.001393,2027537.0,0.001394,1307452.0,0.0013935,7.17617509867336
1787024428399,0.001393,2027537.0,0.001394,1302327.0,0.0013935,7.17617509867336
1787024428680,0.001393,2042047.0,0.001394,1302327.0,0.0013935,7.17617509867336
1787024429355,0.001393,2038624.0,0.001394,1302327.0,0.0013935,7.17617509867336
1787024429568,0.001393,427331.0,0.001394,1524040.0,0.0013935,7.17617509867336
1787024429569,0.001392,1386872.0,0.001393,2096024.0,0.0013925,7.181328545780365
1787024429570,0.001392,844118.0,0.001393,1203689.0,0.0013925,7.181328545780365
1787024429571,0.001392,1007605.0,0.001393,238176.0,0.0013925,7.181328545780365
1787024429572,0.001392,1056082.0,0.001393,494030.0,0.0013925,7.181328545780365
1787024429573,0.001392,1056082.0,0.001393,472053.0,0.0013925,7.181328545780365
1787024429574,0.001392,1056082.0,0.001393,702277.0,0.0013925,7.181328545780365
1787024429577,0.001392,1056082.0,0.001393,925214.0,0.0013925,7.181328545780365
1787024429595,0.001392,1056082.0,0.001393,939576.0,0.0013925,7.181328545780365
1787024429641,0.001392,833898.0,0.001393,939576.0,0.0013925,7.181328545780365
1787024429642,0.001391,2522726.0,0.001393,939576.0,0.001392,14.367816091952815
1787024429643,0.001391,2515108.0,0.001392,1031812.0,0.0013915,7.186489399927531
1787024429644,0.001391,1558019.0,0.001392,246391.0,0.0013915,7.186489399927531
1787024429645,0.001391,793333.0,0.001392,739518.0,0.0013915,7.186489399927531
1787024429646,0.001391,651035.0,0.001392,747139.0,0.0013915,7.186489399927531
1787024429647,0.001391,790864.0,0.001392,747139.0,0.0013915,7.186489399927531
1787024429677,0.001391,790864.0,0.001392,755760.0,0.0013915,7.186489399927531
1787024429697,0.001391,790864.0,0.001392,730994.0,0.0013915,7.186489399927531
1787024429698,0.001391,790864.0,0.001392,745367.0,0.0013915,7.186489399927531
1787024429699,0.001391,790864.0,0.001392,1138178.0,0.0013915,7.186489399927531
1787024429704,0.001391,573121.0,0.001392,1138178.0,0.0013915,7.186489399927531
1787024429726,0.00139,2165637.0,0.001392,1138178.0,0.0013909999999999999,14.378145219267065
1787024429727,0.001391,377626.0,0.001392,1352430.0,0.0013915,7.186489399927531
1787024429728,0.00139,2139110.0,0.001391,445302.0,0.0013905,7.191657677095526
1787024429729,0.00139,1605055.0,0.001391,671152.0,0.0013905,7.191657677095526
1787024429730,0.00139,819049.0,0.001391,942566.0,0.0013905,7.191657677095526
1787024429731,0.00139,817882.0,0.001391,942566.0,0.0013905,7.191657677095526
1787024429732,0.00139,817882.0,0.001391,984928.0,0.0013905,7.191657677095526
1787024429733,0.00139,498134.0,0.001391,976690.0,0.0013905,7.191657677095526
1787024429748,0.001389,3440873.0,0.00139,413081.0,0.0013895000000000001,7.196833393306339
1787024429749,0.001389,2277369.0,0.00139,648005.0,0.0013895000000000001,7.196833393306339
1787024429750,0.001389,1800146.0,0.00139,231069.0,0.0013895000000000001,7.196833393306339
1787024429751,0.001389,1798978.0,0.00139,29219.0,0.0013895000000000001,7.196833393306339
1787024429752,0.001389,2480240.0,0.001391,1898549.0,0.0013900000000000002,14.388489208633441
1787024429753,0.001389,2727033.0,0.00139,525470.0,0.0013895000000000001,7.196833393306339
1787024429754,0.001389,2306480.0,0.00139,266027.0,0.0013895000000000001,7.196833393306339
1787024429755,0.00139,202611.0,0.001391,1830453.0,0.0013905,7.191657677095526
1787024429756,0.00139,251088.0,0.001391,1826658.0,0.0013905,7.191657677095526
1787024429757,0.00139,251088.0,0.001391,1608765.0,0.0013905,7.191657677095526
1787024429758,0.00139,251088.0,0.001391,1442593.0,0.0013905,7.191657677095526
